NT, Death rates (cohort 5x5), 	Last modified: 23 May 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1900-1904        0                    .               .               .
1900-1904      1-4                    .               .               .
1900-1904      5-9                    .               .               .
1900-1904     10-14                   .               .               .
1900-1904     15-19                   .               .               .
1900-1904     20-24                   .               .               .
1900-1904     25-29                   .               .               .
1900-1904     30-34                   .               .               .
1900-1904     35-39                   .               .               .
1900-1904     40-44                   .               .               .
1900-1904     45-49                   .               .               .
1900-1904     50-54                   .               .               .
1900-1904     55-59                   .               .               .
1900-1904     60-64                   .               .               .
1900-1904     65-69                   .               .               .
1900-1904     70-74            0.070357        0.089441        0.081591
1900-1904     75-79            0.107059        0.102263        0.104330
1900-1904     80-84            0.064309        0.103734        0.081504
1900-1904     85-89            0.102481        0.110189        0.105715
1900-1904     90-94            0.150356        0.179717        0.162062
1900-1904     95-99            0.320105        0.371725        0.336362
1900-1904    100-104           0.812312        1.493056        1.017820
1900-1904    105-109                 .              .              .
1900-1904    110+                    .              .              .
1905-1909        0                    .               .               .
1905-1909      1-4                    .               .               .
1905-1909      5-9                    .               .               .
1905-1909     10-14                   .               .               .
1905-1909     15-19                   .               .               .
1905-1909     20-24                   .               .               .
1905-1909     25-29                   .               .               .
1905-1909     30-34                   .               .               .
1905-1909     35-39                   .               .               .
1905-1909     40-44                   .               .               .
1905-1909     45-49                   .               .               .
1905-1909     50-54                   .               .               .
1905-1909     55-59                   .               .               .
1905-1909     60-64                   .               .               .
1905-1909     65-69            0.036420        0.037946        0.037285
1905-1909     70-74            0.048275        0.056405        0.052635
1905-1909     75-79            0.050646        0.077899        0.064290
1905-1909     80-84            0.076067        0.087914        0.081604
1905-1909     85-89            0.104340        0.126601        0.114129
1905-1909     90-94            0.145678        0.160575        0.152230
1905-1909     95-99            0.277006        0.352240        0.303256
1905-1909    100-104           0.809450        1.404167        0.970638
1905-1909    105-109                 .              .              .
1905-1909    110+                    .              .              .
1910-1914        0                    .               .               .
1910-1914      1-4                    .               .               .
1910-1914      5-9                    .               .               .
1910-1914     10-14                   .               .               .
1910-1914     15-19                   .               .               .
1910-1914     20-24                   .               .               .
1910-1914     25-29                   .               .               .
1910-1914     30-34                   .               .               .
1910-1914     35-39                   .               .               .
1910-1914     40-44                   .               .               .
1910-1914     45-49                   .               .               .
1910-1914     50-54                   .               .               .
1910-1914     55-59                   .               .               .
1910-1914     60-64            0.022684        0.030825        0.027397
1910-1914     65-69            0.031022        0.036596        0.034077
1910-1914     70-74            0.041953        0.061799        0.052539
1910-1914     75-79            0.055552        0.095829        0.074450
1910-1914     80-84            0.071230        0.093738        0.081693
1910-1914     85-89            0.093569        0.144244        0.114951
1910-1914     90-94            0.156087        0.220475        0.179780
1910-1914     95-99            0.298389        0.486110        0.344953
1910-1914    100-104           0.966102        1.500000        0.983274
1910-1914    105-109                  .               .               .
1910-1914    110+                     .               .               .
1915-1919        0                    .               .               .
1915-1919      1-4                    .               .               .
1915-1919      5-9                    .               .               .
1915-1919     10-14                   .               .               .
1915-1919     15-19                   .               .               .
1915-1919     20-24                   .               .               .
1915-1919     25-29                   .               .               .
1915-1919     30-34                   .               .               .
1915-1919     35-39                   .               .               .
1915-1919     40-44                   .               .               .
1915-1919     45-49                   .               .               .
1915-1919     50-54                   .               .               .
1915-1919     55-59            0.016239        0.023791        0.020595
1915-1919     60-64            0.018314        0.029339        0.024363
1915-1919     65-69            0.030365        0.040099        0.035415
1915-1919     70-74            0.039628        0.042604        0.041071
1915-1919     75-79            0.059136        0.085889        0.071421
1915-1919     80-84            0.072120        0.103781        0.085189
1915-1919     85-89            0.110187        0.119140        0.113650
1915-1919     90-94            0.197313        0.211618        0.202786
1915-1919     95-99            0.281206        0.310117        0.291635
1915-1919    100-104                  .               .               .
1915-1919    105-109                  .               .               .
1915-1919    110+                     .               .               .
1920-1924        0                    .               .               .
1920-1924      1-4                    .               .               .
1920-1924      5-9                    .               .               .
1920-1924     10-14                   .               .               .
1920-1924     15-19                   .               .               .
1920-1924     20-24                   .               .               .
1920-1924     25-29                   .               .               .
1920-1924     30-34                   .               .               .
1920-1924     35-39                   .               .               .
1920-1924     40-44                   .               .               .
1920-1924     45-49                   .               .               .
1920-1924     50-54            0.010680        0.015702        0.013748
1920-1924     55-59            0.016894        0.019944        0.018699
1920-1924     60-64            0.020016        0.024208        0.022371
1920-1924     65-69            0.028265        0.040685        0.034828
1920-1924     70-74            0.034489        0.039419        0.036986
1920-1924     75-79            0.048824        0.064952        0.056812
1920-1924     80-84            0.070544        0.095199        0.080953
1920-1924     85-89            0.108000        0.136980        0.119634
1920-1924     90-94            0.159068        0.159560        0.159251
1920-1924     95-99                   .               .               .
1920-1924    100-104                  .               .               .
1920-1924    105-109                  .               .               .
1920-1924    110+                     .               .               .
1925-1929        0                    .               .               .
1925-1929      1-4                    .               .               .
1925-1929      5-9                    .               .               .
1925-1929     10-14                   .               .               .
1925-1929     15-19                   .               .               .
1925-1929     20-24                   .               .               .
1925-1929     25-29                   .               .               .
1925-1929     30-34                   .               .               .
1925-1929     35-39                   .               .               .
1925-1929     40-44                   .               .               .
1925-1929     45-49            0.008647        0.013443        0.011535
1925-1929     50-54            0.010266        0.014148        0.012641
